asset_id,asset_type,timestamp,wind_speed,rotor_speed,vibration,temperature,current,power_output,solar_irradiance,voltage,soiling_level,scenario
INV-001,solar,2026-01-01 00:00:00,,,,33.972015096856985,15.542633108708717,1389.518159469227,263.4354021361472,406.5874408200694,0.1,healthy
INV-001,solar,2026-01-01 00:10:00,,,,36.9686228392398,19.613617990161803,2361.4732513090644,337.5041650860953,401.4386577584557,0.1,healthy
INV-001,solar,2026-01-01 00:20:00,,,,35.489794722398,16.62800372097065,1678.502991876072,288.3800524119014,397.08211590818195,0.1,healthy
INV-001,solar,2026-01-01 00:30:00,,,,34.96555852892512,16.131018799014196,1669.893512522988,285.5771498848907,399.4914281266741,0.1,healthy
INV-001,solar,2026-01-01 00:40:00,,,,35.76708536283395,16.290859235948734,1592.4684118498194,286.13312093650063,400.7815774619965,0.1,healthy
INV-001,solar,2026-01-01 00:50:00,,,,34.552307882041866,18.6513125705349,2064.167299719522,304.32999856606585,398.213462948766,0.1,healthy
INV-001,solar,2026-01-01 01:00:00,,,,35.21582854922414,16.029694712363877,1716.2211243692207,303.85409659663355,395.3512235767059,0.1,healthy
INV-001,solar,2026-01-01 01:10:00,,,,33.811003661143104,16.090957453770116,1581.2514204302904,281.40657135942206,401.65908076492127,0.1,healthy
INV-001,solar,2026-01-01 01:20:00,,,,36.368029805416995,15.10124883149411,1514.4600646245644,272.58371520746425,393.5862175592031,0.1,healthy
INV-001,solar,2026-01-01 01:30:00,,,,36.292650177072,17.981254296539795,2041.8662450306142,326.45829623640765,397.8571954354082,0.1,healthy
INV-001,solar,2026-01-01 01:40:00,,,,34.85960129362363,17.056692041579733,1605.9358256238506,273.18803219931664,402.0132255719489,0.1,healthy
INV-001,solar,2026-01-01 01:50:00,,,,35.73319328832068,15.898372855016236,1546.870680882629,295.3300874256697,400.2148887032279,0.1,healthy
INV-001,solar,2026-01-01 02:00:00,,,,35.22982543794206,17.224800341274147,1863.368995991844,316.8383433898959,397.19486481115007,0.1,healthy
INV-001,solar,2026-01-01 02:10:00,,,,34.456670917362715,14.82304034133761,1496.4221067636568,280.4400091616696,401.05620664529573,0.1,healthy
INV-001,solar,2026-01-01 02:20:00,,,,35.76134342883617,16.922337602587934,1805.6379200802542,307.1950368516552,398.9863924583871,0.1,healthy
INV-001,solar,2026-01-01 02:30:00,,,,34.25223279844472,15.25039523748269,1532.1802714270925,290.44536855887475,402.96762571679625,0.1,healthy
INV-001,solar,2026-01-01 02:40:00,,,,35.335614184014354,16.55931680231568,1738.3889405125028,291.42138948550814,392.79229735527076,0.1,healthy
INV-001,solar,2026-01-01 02:50:00,,,,36.05101183518495,17.784074900815884,1882.357283342502,299.49124344875753,403.3033942047764,0.1,healthy
INV-001,solar,2026-01-01 03:00:00,,,,38.162164548590226,18.110325316354718,2013.0322877788442,328.5295087912525,398.27329053665034,0.1,healthy
INV-001,solar,2026-01-01 03:10:00,,,,34.53724115675353,15.036460524125058,1435.7604243097662,268.0477127832536,397.53618335921254,0.1,healthy
INV-001,solar,2026-01-01 03:20:00,,,,36.7136427519129,17.658957256979082,2010.8217326796869,318.99130954203355,396.89859475360595,0.1,healthy
INV-001,solar,2026-01-01 03:30:00,,,,36.45615920472144,17.40509653393459,2086.075848569034,340.42236664947734,401.3239487411004,0.1,healthy
INV-001,solar,2026-01-01 03:40:00,,,,34.940736547721094,16.49114665379897,1850.4575190194844,311.66529209634984,402.14668799149496,0.1,healthy
INV-001,solar,2026-01-01 03:50:00,,,,36.21136217244933,17.13235353693658,1808.4083505885335,307.7965998809169,403.509594034164,0.1,healthy
INV-001,solar,2026-01-01 04:00:00,,,,36.62323709359174,19.98534718091414,2266.537907902125,321.42034851425353,400.4215614088943,0.1,healthy
INV-001,solar,2026-01-01 04:10:00,,,,35.18897818376515,16.841387679175043,1747.799380361899,300.0230218469996,404.86204157743157,0.1,healthy
INV-001,solar,2026-01-01 04:20:00,,,,32.05737147403819,15.26061055763855,1227.8471151769609,238.5644819111822,402.3771875042744,0.1,healthy
INV-001,solar,2026-01-01 04:30:00,,,,37.12862386829041,18.639639279811124,2226.978469708813,345.4168046075183,397.6799036515537,0.1,healthy
INV-001,solar,2026-01-01 04:40:00,,,,35.21778656641602,17.42873767109906,1664.1913594166208,278.6913796950525,398.1325127614848,0.1,healthy
INV-001,solar,2026-01-01 04:50:00,,,,35.75501935368955,17.546734517769593,1923.8244230508983,310.48858549495145,404.39671129363785,0.1,healthy
INV-001,solar,2026-01-01 05:00:00,,,,36.774245841645225,17.029083426716696,1787.0622687509253,297.8282083436727,398.6895748485519,0.1,healthy
INV-001,solar,2026-01-01 05:10:00,,,,34.4244181892021,18.201874912838143,1913.3068290190529,300.2351283151746,398.45770509521645,0.1,healthy
INV-001,solar,2026-01-01 05:20:00,,,,34.134852895596666,15.336229842956126,1641.0581662881727,297.76002260919165,402.6941579372702,0.1,healthy
INV-001,solar,2026-01-01 05:30:00,,,,36.78436221431303,19.194126760063234,2224.6685456991063,328.6828807942903,402.8018002464013,0.1,healthy
INV-001,solar,2026-01-01 05:40:00,,,,35.46187816582489,18.060823686765733,1937.6572725277072,309.27228953550195,400.615821419775,0.1,healthy
INV-001,solar,2026-01-01 05:50:00,,,,35.290438089160205,17.50545451199224,1888.2227866978283,306.7768551556273,401.42202241325543,0.1,healthy
INV-001,solar,2026-01-01 06:00:00,,,,34.682621639183665,17.40591624780393,1812.5911575941009,300.1322850931154,397.2710684490724,0.1,healthy
INV-001,solar,2026-01-01 06:10:00,,,,35.42806013004074,17.195681849793555,1738.9167431131416,299.905718201756,395.515559704617,0.1,healthy
INV-001,solar,2026-01-01 06:20:00,,,,38.086133331035285,16.6726913793561,1883.4463379465471,324.5381602526425,397.9895949562035,0.1,healthy
INV-001,solar,2026-01-01 06:30:00,,,,35.264349377206266,14.61230612602494,1580.2484813482658,300.10810845317764,402.2228520611858,0.1,healthy
INV-001,solar,2026-01-01 06:40:00,,,,34.89071087653518,16.882437913708532,1651.966409738437,288.9196642389577,398.8599575997202,0.1,healthy
INV-001,solar,2026-01-01 06:50:00,,,,35.93131299963697,18.504801931362543,1954.9243080546403,299.27132748975725,403.94342479283245,0.1,healthy
INV-001,solar,2026-01-01 07:00:00,,,,34.57028932279463,17.024708086454414,1806.016041431121,297.11105044026294,399.93103487203825,0.1,healthy
INV-001,solar,2026-01-01 07:10:00,,,,34.2741721244446,14.79676370849443,1510.1081426447506,287.1017517096587,395.91357566543303,0.1,healthy
INV-001,solar,2026-01-01 07:20:00,,,,37.553533741817645,17.487120442219343,2159.9112097934235,340.99217618292283,397.02638883231646,0.1,healthy
INV-001,solar,2026-01-01 07:30:00,,,,35.888258650686495,16.820272906761357,1720.8978531184812,297.73158920094215,396.3503499019557,0.1,healthy
INV-001,solar,2026-01-01 07:40:00,,,,35.633868533333164,18.816848149145084,2130.3658627926175,301.98285010587057,400.8660038598143,0.1,healthy
INV-001,solar,2026-01-01 07:50:00,,,,34.7111050355312,16.57155739806228,1780.3218466546814,290.7447884983772,401.6646422128917,0.1,healthy
INV-001,solar,2026-01-01 08:00:00,,,,34.94588400480225,17.276176819579746,1822.076701590581,300.6303192065412,401.861080014079,0.1,healthy
INV-001,solar,2026-01-01 08:10:00,,,,35.27037478474974,17.263745673656878,1941.8438061144209,323.61033839570297,397.3343976898189,0.1,healthy
INV-001,solar,2026-01-01 08:20:00,,,,35.45489177059069,16.89730310775465,1902.4438909382143,313.18333816717956,402.46163821761934,0.1,healthy
INV-001,solar,2026-01-01 08:30:00,,,,35.188276189156795,16.10281547930073,1701.2415572476546,304.2013286756421,403.4563011643538,0.1,healthy
INV-001,solar,2026-01-01 08:40:00,,,,36.29399745483468,18.355541776570316,1829.707228228834,298.72570708172515,399.1535444654846,0.1,healthy
INV-001,solar,2026-01-01 08:50:00,,,,34.17972789416361,17.88704909015224,1937.2119077597672,318.811063850467,401.01368258161904,0.1,healthy
INV-001,solar,2026-01-01 09:00:00,,,,33.96572901457722,17.141336823619234,1801.3864559041735,291.0662227463865,397.85035885658107,0.1,healthy
INV-001,solar,2026-01-01 09:10:00,,,,36.389593265392676,15.333030707051929,1599.7052384856815,298.1192642294925,400.4494091710573,0.1,healthy
INV-001,solar,2026-01-01 09:20:00,,,,36.3553998013532,16.52692729800898,1761.9925600176703,306.17134250805435,401.37970259711085,0.1,healthy
